name,role,category,context
Ice Cube,Musician,entertainment,"Band Aid retains number one spot

The charity single by Band Aid 20 has held on the chart top spot for a second week, strengthening its chances of becoming the Christmas number one.

Do They Know It's"
You Can,Musician,entertainment,"Band Aid retains number one spot

The charity single by Band Aid 20 has held on the chart top spot for a second week, strengthening its chances of becoming the Christmas number one.

Do They Know It's"
Do It,Musician,entertainment,"Band Aid retains number one spot

The charity single by Band Aid 20 has held on the chart top spot for a second week, strengthening its chances of becoming the Christmas number one.

Do They Know It's"
Lose My,Musician,entertainment,"Band Aid retains number one spot

The charity single by Band Aid 20 has held on the chart top spot for a second week, strengthening its chances of becoming the Christmas number one.

Do They Know It's"
Girls Aloud,Musician,entertainment,"Band Aid retains number one spot

The charity single by Band Aid 20 has held on the chart top spot for a second week, strengthening its chances of becoming the Christmas number one.

Do They Know It's"
Stand By,Musician,entertainment,"Band Aid retains number one spot

The charity single by Band Aid 20 has held on the chart top spot for a second week, strengthening its chances of becoming the Christmas number one.

Do They Know It's"
Greatest Hits,Musician,entertainment,"Band Aid retains number one spot

The charity single by Band Aid 20 has held on the chart top spot for a second week, strengthening its chances of becoming the Christmas number one.

Do They Know It's"
Il Divo,Musician,entertainment,"Band Aid retains number one spot

The charity single by Band Aid 20 has held on the chart top spot for a second week, strengthening its chances of becoming the Christmas number one.

Do They Know It's"
Songs About,Musician,entertainment,"Band Aid retains number one spot

The charity single by Band Aid 20 has held on the chart top spot for a second week, strengthening its chances of becoming the Christmas number one.

Do They Know It's"
Abba Gold,Musician,entertainment,"Band Aid retains number one spot

The charity single by Band Aid 20 has held on the chart top spot for a second week, strengthening its chances of becoming the Christmas number one.

Do They Know It's"
Actor Leonardo,Actor,entertainment,"Career honour for actor DiCaprio

Actor Leonardo DiCaprio's ""exceptional career"" has been honoured at the Santa Barbara International Film Festival.

The star was presented with the award by Martin Sc"
Santa Barbara,Actor,entertainment,"Career honour for actor DiCaprio

Actor Leonardo DiCaprio's ""exceptional career"" has been honoured at the Santa Barbara International Film Festival.

The star was presented with the award by Martin Sc"
International Film,Actor,entertainment,"Career honour for actor DiCaprio

Actor Leonardo DiCaprio's ""exceptional career"" has been honoured at the Santa Barbara International Film Festival.

The star was presented with the award by Martin Sc"
The Basketball,Actor,entertainment,"Career honour for actor DiCaprio

Actor Leonardo DiCaprio's ""exceptional career"" has been honoured at the Santa Barbara International Film Festival.

The star was presented with the award by Martin Sc"
Jane Russell,Actor,entertainment,"Career honour for actor DiCaprio

Actor Leonardo DiCaprio's ""exceptional career"" has been honoured at the Santa Barbara International Film Festival.

The star was presented with the award by Martin Sc"
The Outlaw,Actor,entertainment,"Career honour for actor DiCaprio

Actor Leonardo DiCaprio's ""exceptional career"" has been honoured at the Santa Barbara International Film Festival.

The star was presented with the award by Martin Sc"
And Clive,Actor,entertainment,"Vera Drake leads UK Oscar hopes

Mike Leigh's film Vera Drake will lead British hopes at this year's Academy Awards after getting three nominations.

Imelda Staunton was nominated for best actress for"
And Finding,Actor,entertainment,"Vera Drake leads UK Oscar hopes

Mike Leigh's film Vera Drake will lead British hopes at this year's Academy Awards after getting three nominations.

Imelda Staunton was nominated for best actress for"
Captain Corelli,Actor,entertainment,"Vera Drake leads UK Oscar hopes

Mike Leigh's film Vera Drake will lead British hopes at this year's Academy Awards after getting three nominations.

Imelda Staunton was nominated for best actress for"
Foo Fighters,Unknown,entertainment,"Pixies take on Reading and Leeds

Pixies, Foo Fighters and Iron Maiden will headline this summer's Leeds and Reading festivals.

The trio of rock heavyweights will top the bill for the three-day event"
Iron Maiden,Unknown,entertainment,"Pixies take on Reading and Leeds

Pixies, Foo Fighters and Iron Maiden will headline this summer's Leeds and Reading festivals.

The trio of rock heavyweights will top the bill for the three-day event"
Bramham Park,Unknown,entertainment,"Pixies take on Reading and Leeds

Pixies, Foo Fighters and Iron Maiden will headline this summer's Leeds and Reading festivals.

The trio of rock heavyweights will top the bill for the three-day event"
Richfield Avenue,Unknown,entertainment,"Pixies take on Reading and Leeds

Pixies, Foo Fighters and Iron Maiden will headline this summer's Leeds and Reading festivals.

The trio of rock heavyweights will top the bill for the three-day event"
In The,Unknown,entertainment,"Pixies take on Reading and Leeds

Pixies, Foo Fighters and Iron Maiden will headline this summer's Leeds and Reading festivals.

The trio of rock heavyweights will top the bill for the three-day event"
The Killers,Unknown,entertainment,"Pixies take on Reading and Leeds

Pixies, Foo Fighters and Iron Maiden will headline this summer's Leeds and Reading festivals.

The trio of rock heavyweights will top the bill for the three-day event"
Stone Age,Unknown,entertainment,"Pixies take on Reading and Leeds

Pixies, Foo Fighters and Iron Maiden will headline this summer's Leeds and Reading festivals.

The trio of rock heavyweights will top the bill for the three-day event"
The Charlatans,Unknown,entertainment,"Pixies take on Reading and Leeds

Pixies, Foo Fighters and Iron Maiden will headline this summer's Leeds and Reading festivals.

The trio of rock heavyweights will top the bill for the three-day event"
Marilyn Manson,Unknown,entertainment,"Pixies take on Reading and Leeds

Pixies, Foo Fighters and Iron Maiden will headline this summer's Leeds and Reading festivals.

The trio of rock heavyweights will top the bill for the three-day event"
Pete Doherty,Unknown,entertainment,"Pixies take on Reading and Leeds

Pixies, Foo Fighters and Iron Maiden will headline this summer's Leeds and Reading festivals.

The trio of rock heavyweights will top the bill for the three-day event"
Radio One,Unknown,entertainment,"Pixies take on Reading and Leeds

Pixies, Foo Fighters and Iron Maiden will headline this summer's Leeds and Reading festivals.

The trio of rock heavyweights will top the bill for the three-day event"
Black Rebel,Unknown,entertainment,"Pixies take on Reading and Leeds

Pixies, Foo Fighters and Iron Maiden will headline this summer's Leeds and Reading festivals.

The trio of rock heavyweights will top the bill for the three-day event"
Motorcycle Club,Unknown,entertainment,"Pixies take on Reading and Leeds

Pixies, Foo Fighters and Iron Maiden will headline this summer's Leeds and Reading festivals.

The trio of rock heavyweights will top the bill for the three-day event"
Bloc Party,Unknown,entertainment,"Pixies take on Reading and Leeds

Pixies, Foo Fighters and Iron Maiden will headline this summer's Leeds and Reading festivals.

The trio of rock heavyweights will top the bill for the three-day event"
Organiser Mean,Unknown,entertainment,"Pixies take on Reading and Leeds

Pixies, Foo Fighters and Iron Maiden will headline this summer's Leeds and Reading festivals.

The trio of rock heavyweights will top the bill for the three-day event"
